id,KDA,WinRate,BanRate,Builds,CS,Role,Runes,Vision
85,2.988750777,0.49,0,"['3152', '3020', '3157', '3165', '3089', '3135']",4.987100278,Top,"[8214, 8275, 8210, 8237, 8139, 8135]",9.421682049
121,3.42163126,0.5,0.24,"['6691', '3047', '3142', '3814', '6676', '6694']",0.713620915,Jungle,"[8128, 8143, 8138, 8135, 8275, 8232]",8.815875291
203,2.710257773,0.46,0,"['6672', '3006', '3095', '3094', '3031', '6676']",1.195890686,Jungle,"[8005, 9111, 9104, 8014, 8143, 8135]",8.929581703
240,3.459782259,0.51,0,"['6630', '3047', '3053', '3748', '3071', '3074']",4.917910407,Top,"[8010, 9111, 9104, 8299, 8446, 8473]",8.652496293
96,2.808888201,0.49,0,"['6672', '3006', '3124', '3085', '3153', '3033']",5.27245682,Bottom,"[8008, 9111, 9104, 8014, 8139, 8135]",9.41982092
7,3.687535791,0.46,0.02,"['6655', '3020', '3157', '3165', '3089', '3135']",4.271332116,Middle,"[8112, 8139, 8138, 8135, 8226, 8210]",10.25956118
64,3.193478116,0.44,0.04,"['6630', '3047', '3071', '3074', '6333', '3053']",0.870150239,Jungle,"[8010, 9111, 9104, 8014, 8304, 8347]",12.00815492
89,3.524682816,0.5,0.26,"['3190', '3117', '3050', '3075', '3109', '3193']",1.258277501,Support,"[8439, 8463, 8473, 8451, 8345, 8347]",22.13700053
876,3.298110964,0.47,0.01,"['6653', '3020', '4637', '3157', '3165', '3116']",1.443486305,Jungle,"[8128, 8126, 8138, 8135, 8304, 8347]",8.529035279
127,3.100604727,0.5,0,"['6655', '3020', '3157', '3165', '3089', '3135']",5.17530335,Middle,"[8112, 8126, 8138, 8106, 8226, 8210]",10.08678403
236,2.955524192,0.46,0.03,"['6672', '3006', '3508', '6676', '3031', '6675']",5.785273659,Bottom,"[8005, 8009, 9103, 8014, 8304, 8345]",9.79756116
117,4.24282418,0.5,0.03,"['6617', '3504', '3158', '3107', '6616', '3222']",0.728483616,Support,"[8214, 8226, 8210, 8237, 8345, 8347]",22.76952666
99,3.843282362,0.5,0.06,"['6655', '3020', '3157', '3165', '4628', '3089']",2.395613521,Support,"[8229, 8226, 8210, 8237, 8345, 8347]",18.02997738
54,3.561779466,0.5,0.14,"['3068', '3047', '3075', '3157', '3110', '3165']",3.591035789,Top,"[8229, 8226, 8210, 8237, 8345, 8352]",12.10100694
90,3.144752118,0.52,0.05,"['6653', '3020', '3116', '4637', '3157', '3165']",5.833030417,Middle,"[8214, 8226, 8210, 8237, 8304, 8347]",10.61084021
57,3.297137146,0.51,0,"['4005', '3047', '4637', '3075', '3065', '3165']",2.164741787,Support,"[8229, 8226, 8210, 8237, 8304, 8345]",16.61283374
11,2.685123388,0.51,0.43,"['6672', '3006', '3124', '3153', '6676', '3091']",1.102273966,Jungle,"[9923, 8143, 8138, 8135, 9111, 9104]",8.400933639
21,3.43181354,0.52,0.04,"['6692', '3006', '6676', '3031', '3033', '3508']",5.426963548,Bottom,"[8229, 8226, 8233, 8237, 8126, 8135]",9.828979837
62,3.380242415,0.51,0.01,"['6630', '3047', '3074', '6333', '3053', '3071']",4.135711395,Top,"[8010, 9111, 9104, 8014, 8143, 8135]",9.126705653
82,2.62967089,0.5,0.11,"['4633', '3047', '4637', '3116', '3157', '3165']",5.248974704,Top,"[8010, 9111, 9105, 8299, 8139, 8135]",8.75206973
25,3.789477685,0.5,0.41,"['4005', '3157', '3020', '3165', '4637', '3107']",1.249211018,Support,"[8229, 8226, 8210, 8237, 8313, 8345]",23.03040259
267,4.690948671,0.52,0,"['4005', '3504', '3158', '6616', '3107', '3222']",0.413782558,Support,"[8214, 8226, 8210, 8237, 8345, 8347]",23.74673615
75,3.040769515,0.52,0.11,"['6632', '3047', '3065', '3075', '3110', '3742']",5.482015668,Top,"[8437, 8446, 8444, 8451, 8345, 8347]",8.1125345
111,3.454824746,0.49,0.14,"['3190', '3047', '3050', '3075', '3109', '3193']",1.389288432,Support,"[8439, 8401, 8473, 8242, 8345, 8347]",20.78894545
518,3.365578952,0.52,0,"['6655', '3020', '3157', '3165', '3089', '4628']",4.3464891,Middle,"[8112, 8139, 8138, 8135, 8226, 8237]",12.88575358
